WBID,PLANNING_UNIT,GROUP_NAME,WATERBODY_NAME,WATERBODY_SIZE,UNITS,WATER_TYPE,CLASS,PERIMETER
756D,Lake Lafayette,Ochlockonee - St. Marks,LAKE HERITAGE,0.04312,sq. miles,LAKE,3F,1795.65618022
756E,Lake Lafayette,Ochlockonee - St. Marks,LAKE WINDERMERE,0.01449,sq. miles,LAKE,3F,834.41862009
756F,Lake Lafayette,Ochlockonee - St. Marks,LAKE LAFAYETTE (UPPER SEGMENT),0.50152,sq. miles,LAKE,3F,5023.79580119
3366A,Withlacoochee River,Suwannee,LAKE FRANCIS,0.0386,sq. miles,LAKE,3F,1235.77847742
3326A,Aucilla River,Suwannee,SHEHEE LAKE,0.01087,sq. miles,LAKE,3F,3422.52597603
3591A,Middle Suwannee,Suwannee,PICKET LAKE,0.15789,sq. miles,LAKE,3F,7287.59113565
889A,Lost Creek/Fisher Creek,Ochlockonee - St. Marks,MOORE LAKE,0.11009,sq. miles,LAKE,3F,1945.09482269
3355A,Aucilla River,Suwannee,SIMPSON LAKE,0.01897,sq. miles,LAKE,3F,1067.84282409
3322A,Withlacoochee River,Suwannee,CHERRY LAKE,0.75832,sq. miles,LAKE,3F,5113.71820615
756K,Lake Lafayette,Ochlockonee - St. Marks,LAKE LEON,0.00605,sq. miles,LAKE,3F,476.74150088
442,Lake Iamonia,Ochlockonee - St. Marks,LAKE IAMONIA,7.86654,sq. miles,LAKE,3F,80537.57996681000
966,St. Andrews Bay,Choctawhatchee - St. Andrew,MERIAL LAKE,0.39812,sq. miles,LAKE,3F,6585.57066677
344,Apalachicola River,Apalachicola - Chipola,OCHEESEE POND,3.47024,sq. miles,LAKE,3F,29752.23038609
718A,Chipola River,Apalachicola - Chipola,MULEHEAD POND,0.04838,sq. miles,LAKE,3F,1568.64359983
718B,Chipola River,Apalachicola - Chipola,MOSSY POND,0.0,sq. miles,LAKE,3F,2744.08103209
343A,Choctawhatchee River,Choctawhatchee - St. Andrew,LAKE DEFUNIAK,0.06007,sq. miles,LAKE,3F,1565.91799499
1149,Apalachicola River,Apalachicola - Chipola,WRIGHT LAKE,0.01185,sq. miles,LAKE,3F,740.3468811900000
780A,St. Andrews Bay,Choctawhatchee - St. Andrew,RATTLESNAKE LAKE,0.21164,sq. miles,LAKE,3F,3974.68389417
795A,St. Andrews Bay,Choctawhatchee - St. Andrew,CRYSTAL LAKE,0.26762,sq. miles,LAKE,3F,2981.42423585
180A,Chipola River,Apalachicola - Chipola,MERRITTS MILL POND,0.42788,sq. miles,LAKE,3F,15519.35023702
569A,Chipola River,Apalachicola - Chipola,TURKEY PEN POND,0.01885,sq. miles,LAKE,3F,1111.784038
878A,Lake Munson/Fred George Sink,Ochlockonee - St. Marks,LAKE BRADFORD,0.22825,sq. miles,LAKE,3F,4903.50913189
878C,Lake Munson/Fred George Sink,Ochlockonee - St. Marks,LAKE HIAWATHA,0.06137,sq. miles,LAKE,3F,2479.84742289
878D,Lake Munson/Fred George Sink,Ochlockonee - St. Marks,CASCADE LAKE,0.19737,sq. miles,LAKE,3F,6580.23528152
878E,Lake Munson/Fred George Sink,Ochlockonee - St. Marks,GRASSY LAKE,0.05437,sq. miles,LAKE,3F,1254.06884989
926A,Apalachicola River,Apalachicola - Chipola,OUTSIDE LAKE,0.15173,sq. miles,LAKE,3F,11676.71367742
926A1,Apalachicola River,Apalachicola - Chipola,LAKE MYSTIC,0.18214,sq. miles,LAKE,3F,3019.64953092
1259A,Apalachicola River,Apalachicola - Chipola,LAKE WIMICO,6.30193,sq. miles,LAKE,3F,24926.13679017
929,Apalachicola River,Apalachicola - Chipola,IAMONIA (AMMONIA) LAKE,0.18627,sq. miles,LAKE,3F,13384.61202814
689A,Lake Jackson,Ochlockonee - St. Marks,LAKE OVERSTREET,0.12596,sq. miles,LAKE,3F,3140.23579976
689B,Lake Jackson,Ochlockonee - St. Marks,LAKE HALL,0.29292,sq. miles,LAKE,3F,4566.09208725
1022A,Apalachicola River,Apalachicola - Chipola,SHEEP ISLAND POND,0.03292,sq. miles,LAKE,3F,1677.38639245
540A,North Ochlockonee River,Ochlockonee - St. Marks,LAKE TALLAVANA,0.22926,sq. miles,LAKE,3F,7638.4562185
546A,Lake Iamonia,Ochlockonee - St. Marks,LOWER DIANNE LAKE,0.09616,sq. miles,LAKE,3F,3585.42689709
582A,Lake Jackson,Ochlockonee - St. Marks,SPRING POND,0.00502,sq. miles,LAKE,3F,333.43953839
582B,Lake Jackson,Ochlockonee - St. Marks,LAKE JACKSON,5.61598,sq. miles,LAKE,3F,46278.4308868
582C,Lake Jackson,Ochlockonee - St. Marks,CARR LAKE,1.43415,sq. miles,LAKE,3F,24482.36473847
582E,Lake Jackson,Ochlockonee - St. Marks,LITTLE LAKE JACKSON,0.08399,sq. miles,LAKE,3F,2737.2325748
1022B,Apalachicola River,Apalachicola - Chipola,BONNETT POND,0.01093,sq. miles,LAKE,3F,586.83888705
484A,Chipola River,Apalachicola - Chipola,MCCORMICK LAKE,0.2081,sq. miles,LAKE,3F,2987.03215433
518C,Chipola River,Apalachicola - Chipola,PORTER POND,,sq. miles,LAKE,3F,1169.46719313
51A,Chipola River,Apalachicola - Chipola,DEAD LAKES,4.80086,sq. miles,LAKE,3F,49369.88666683
51F,Chipola River,Apalachicola - Chipola,DEAD LAKES (WEST ARM),0.56456,sq. miles,LAKE,3F,13543.80615281
1039A,Apalachicola River,Apalachicola - Chipola,CAMEL LAKE RECREATION AREA,0.06099,sq. miles,LAKE,3F,1774.40584125
416A,Choctawhatchee River,Choctawhatchee - St. Andrew,GAINER LAKE,0.11376,sq. miles,LAKE,3F,2445.91298981
783A,Choctawhatchee River,Choctawhatchee - St. Andrew,BIG BLUE LAKE,0.98706,sq. miles,LAKE,3F,7584.81016548
568A,Choctawhatchee Bay,Choctawhatchee - St. Andrew,ROBERTS LAKE,0.03488,sq. miles,LAKE,3F,2532.10532965
662,St. Andrews Bay,Choctawhatchee - St. Andrew,PORTER LAKE,1.35391,sq. miles,LAKE,3F,13841.74265882
686,St. Andrews Bay,Choctawhatchee - St. Andrew,THE DEADENINGS (HAMLIN LAKE),0.45924,sq. miles,LAKE,3F,12304.63489962
876,St. Andrews Bay,Choctawhatchee - St. Andrew,COURT MARTIAL LAKE,0.36573,sq. miles,LAKE,3F,3528.75227731
1040B,St. Andrews Bay,Choctawhatchee - St. Andrew,LITTLE DEER LAKE,0.01586,sq. miles,LAKE,3F,1754.56066501
1040D,St. Andrews Bay,Choctawhatchee - St. Andrew,TRESCA LAKE,0.0062,sq. miles,LAKE,3F,772.01756932
1040E,St. Andrews Bay,Choctawhatchee - St. Andrew,LULLWATER LAKE,,sq. miles,LAKE,3F,4024.98817595
526A,Choctawhatchee River,Choctawhatchee - St. Andrew,DUNFORD LAKE,0.29507,sq. miles,LAKE,3F,5630.03408105
526B,Choctawhatchee River,Choctawhatchee - St. Andrew,MAJOR LAKE,0.15319,sq. miles,LAKE,3F,2491.16901078
526C,Choctawhatchee River,Choctawhatchee - St. Andrew,OPEN LAKE,0.25564,sq. miles,LAKE,3F,3282.15723876
526D,Choctawhatchee River,Choctawhatchee - St. Andrew,LUCAS LAKE,0.71854,sq. miles,LAKE,3F,6257.09924482
266A,Yellow River,Pensacola,KINGS LAKE,0.54249,sq. miles,LAKE,3F,10805.54776797
266B,Yellow River,Pensacola,HOLLY LAKE,0.42586,sq. miles,LAKE,3F,8198.32004672
269A,Choctawhatchee River,Choctawhatchee - St. Andrew,LAKE STANLEY,0.15343,sq. miles,LAKE,3F,4588.59739613
786A,Choctawhatchee Bay,Choctawhatchee - St. Andrew,BASS LAKE,0.01549,sq. miles,LAKE,3F,2468.49546686
302,Choctawhatchee River,Choctawhatchee - St. Andrew,SPRING LAKE,0.23867,sq. miles,LAKE,3F,3580.77019632
283,Choctawhatchee River,Choctawhatchee - St. Andrew,LAKE JUNIPER,0.9079,sq. miles,LAKE,3F,16393.00304524
179A,Blackwater River,Pensacola,BEAR LAKE,0.15983,sq. miles,LAKE,3F,5138.58796757
959A,Choctawhatchee Bay,Choctawhatchee - St. Andrew,CAMPBELL LAKE,0.15065,sq. miles,LAKE,3F,3430.6266277
906A,Choctawhatchee Bay,Choctawhatchee - St. Andrew,TWIN LAKES,0.0122,sq. miles,LAKE,3F,1873.29199115
83A,Blackwater River,Pensacola,HURRICANE LAKE,0.50561,sq. miles,LAKE,3F,13796.17260854
959G,Choctawhatchee Bay,Choctawhatchee - St. Andrew,FULLER LAKE,0.07088,sq. miles,LAKE,3F,2113.88307294
959H,Choctawhatchee Bay,Choctawhatchee - St. Andrew,ALLEN LAKE,0.02114,sq. miles,LAKE,3F,1828.67628589
906B,Choctawhatchee Bay,Choctawhatchee - St. Andrew,KELL AIRE (COLEMAN) LAKE,0.02107,sq. miles,LAKE,3F,2204.11170937
204A,Choctawhatchee River,Choctawhatchee - St. Andrew,BLUE POND,0.08058,sq. miles,LAKE,3F,1708.29516618
210A,Choctawhatchee River,Choctawhatchee - St. Andrew,DOUBLE POND,0.04549,sq. miles,LAKE,3F,1426.42579554
145,Yellow River,Pensacola,LAKE KARICK,0.09555,sq. miles,LAKE,3F,4731.34064028
61A,Choctawhatchee River,Choctawhatchee - St. Andrew,SAND HAMMOCK POND,0.09991,sq. miles,LAKE,3F,2798.84219531
360A,Yellow River,Pensacola,CANOE LAKE,0.01292,sq. miles,LAKE,3F,1953.55334275
722D,Choctawhatchee Bay,Choctawhatchee - St. Andrew,UNNAMED LAKE,0.00863,sq. miles,LAKE,3F,1195.10948761
24AD,Blackwater River,Pensacola,WRIGHT BASIN,0.25354,sq. miles,LAKE,3F,4482.94025563
24AF,Blackwater River,Pensacola,LOCKLIN LAKE,0.01611,sq. miles,LAKE,3F,2215.08642231
555,St. Andrews Bay,Choctawhatchee - St. Andrew,GAP LAKE,1.25827,sq. miles,LAKE,3F,9611.76789911
555A,St. Andrews Bay,Choctawhatchee - St. Andrew,GIN LAKE,0.10729,sq. miles,LAKE,3F,3166.54602203
1056A,St. Andrews Bay,Choctawhatchee - St. Andrew,BAYOU GEORGE LAKE,0.93396,sq. miles,LAKE,1,20949.83597867
516,St. Andrews Bay,Choctawhatchee - St. Andrew,COMPASS LAKE,0.90934,sq. miles,LAKE,3F,9035.54980186
697A,Perdido Bay,Perdido,CRESCENT LAKE,0.11686,sq. miles,LAKE,3F,5871.09303441
553C,St. Andrews Bay,Choctawhatchee - St. Andrew,DEERPOINT LAKE,3.55689,sq. miles,LAKE,1,50259.25351157
1084B,St. Andrews Bay,Choctawhatchee - St. Andrew,DAVIS LAKE,0.01617,sq. miles,LAKE,3F,1363.68137522
226,Choctawhatchee River,Choctawhatchee - St. Andrew,CASSIDY LAKE,0.53197,sq. miles,LAKE,3F,4715.44669991
227,Choctawhatchee River,Choctawhatchee - St. Andrew,HOOD LAKE,0.31134,sq. miles,LAKE,3F,7826.58970297
1133A,St. Andrews Bay,Choctawhatchee - St. Andrew,LAKE MARTIN,0.27466,sq. miles,LAKE,3F,8020.81889848
239A,Choctawhatchee River,Choctawhatchee - St. Andrew,PATE LAKE,0.60434,sq. miles,LAKE,3F,4809.25274397
59A,Choctawhatchee River,Choctawhatchee - St. Andrew,BLUE LAKE,0.04262,sq. miles,LAKE,3F,1645.31782402
696,Perdido River,Perdido,BLACK LAKE,0.04588,sq. miles,LAKE,3F,5383.0928863
38A,Yellow River,Pensacola,LAKE JACKSON,0.31246,sq. miles,LAKE,3F,4007.19530784
443A,Yellow River,Pensacola,LOST BOY POND,0.01552,sq. miles,LAKE,3F,1949.31030724
10EA,Escambia River,Pensacola,WOODBINE SPRINGS LAKE,0.05109,sq. miles,LAKE,3F,2425.88763013
25A,Escambia River,Pensacola,LAKE STONE (SOUTHWEST OF CENTURY),0.16391,sq. miles,LAKE,3F,5766.28398474
